registry,nir,cc,economy_name,type,resource,start,value,delegation_date,transfer_date,opaque_id,holder_name
apnic,irinn,IN,India,ipv4,163.128.174.0/23,163.128.174.0,512,2026-04-08,,A92AE179,U-Digital Network Private Limited
apnic,irinn,IN,India,ipv4,163.128.177.0/24,163.128.177.0,256,2026-04-08,,A92CDADF,FUTURENET BROADBAND AND INTERNET SERVICES PVT LTD
apnic,irinn,IN,India,ipv4,163.128.178.0/23,163.128.178.0,512,2026-04-08,,A9230DA4,COUNTRYNET SOLUTIONS PVT LTD
apnic,,IN,India,ipv4,163.128.180.0/23,163.128.180.0,512,2026-04-08,,A91AE317,DHARTI INDUSTRIES
apnic,irinn,IN,India,ipv6,2001:df6:e3c0::/48,2001:df6:e3c0::,48,2026-04-08,,A92CDADF,FUTURENET BROADBAND AND INTERNET SERVICES PVT LTD
apnic,irinn,IN,India,ipv6,2402:5520::/32,2402:5520::,32,2026-04-08,,A92AE179,U-Digital Network Private Limited
apnic,irinn,IN,India,ipv6,2402:5560::/32,2402:5560::,32,2026-04-08,,A9230DA4,COUNTRYNET SOLUTIONS PVT LTD
apnic,,IN,India,asn,AS154594,154594,1,2026-04-08,,A91AE317,DHARTI INDUSTRIES
apnic,irinn,IN,India,asn,AS154595,154595,1,2026-04-08,,A92AE179,U-Digital Network Private Limited
apnic,irinn,IN,India,asn,AS154597,154597,1,2026-04-08,,A92CDADF,FUTURENET BROADBAND AND INTERNET SERVICES PVT LTD
apnic,irinn,IN,India,asn,AS154598,154598,1,2026-04-08,,A9230DA4,COUNTRYNET SOLUTIONS PVT LTD
apnic,irinn,IN,India,ipv4,163.128.164.0/23,163.128.164.0,512,2026-04-07,,A9227B79,BOISAR NETWORK INTERNET OPC PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,163.128.166.0/23,163.128.166.0,512,2026-04-07,,A923CD4E,AIRHIVE NETWORK PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,163.128.168.0/23,163.128.168.0,512,2026-04-07,,A92F6A58,NETFIZZ NETWORK PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df6:e2c0::/48,2001:df6:e2c0::,48,2026-04-07,,A9227B79,BOISAR NETWORK INTERNET OPC PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df6:e340::/48,2001:df6:e340::,48,2026-04-07,,A92F6A58,NETFIZZ NETWORK PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2402:54e0::/32,2402:54e0::,32,2026-04-07,,A923CD4E,AIRHIVE NETWORK PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS154591,154591,1,2026-04-07,,A9227B79,BOISAR NETWORK INTERNET OPC PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS154592,154592,1,2026-04-07,,A923CD4E,AIRHIVE NETWORK PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS154593,154593,1,2026-04-07,,A92F6A58,NETFIZZ NETWORK PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,163.128.142.0/23,163.128.142.0,512,2026-04-01,,A927DE57,Raftarnet Infocom Private Limited
apnic,irinn,IN,India,ipv6,2001:df6:de40::/48,2001:df6:de40::,48,2026-04-01,,A927DE57,Raftarnet Infocom Private Limited
apnic,irinn,IN,India,asn,AS154581,154581,1,2026-04-01,,A927DE57,Raftarnet Infocom Private Limited
apnic,irinn,IN,India,ipv4,163.128.130.0/23,163.128.130.0,512,2026-03-30,,A925207C,TALENT HUB SERVICES PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,163.128.124.0/23,163.128.124.0,512,2026-03-27,,A9214112,ZENFIBER BROADBAND SERVICES PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2402:5320::/32,2402:5320::,32,2026-03-27,,A9214112,ZENFIBER BROADBAND SERVICES PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS154571,154571,1,2026-03-27,,A9214112,ZENFIBER BROADBAND SERVICES PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,163.128.110.0/23,163.128.110.0,512,2026-03-25,,A927DD1D,Eric Web Solutions Private Limited
apnic,irinn,IN,India,ipv4,163.128.112.0/23,163.128.112.0,512,2026-03-25,,A92F5628,VPS JUNGLE WEB SERVICES
apnic,irinn,IN,India,ipv6,2001:df6:d940::/48,2001:df6:d940::,48,2026-03-25,,A927DD1D,Eric Web Solutions Private Limited
apnic,irinn,IN,India,asn,AS135073,135073,1,2026-03-25,,A927DD1D,Eric Web Solutions Private Limited
apnic,irinn,IN,India,asn,AS137390,137390,1,2026-03-25,,A92F5628,VPS JUNGLE WEB SERVICES
apnic,irinn,IN,India,ipv4,163.128.102.0/23,163.128.102.0,512,2026-03-24,,A922FC25,ISPL TELEINFRA PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,163.128.104.0/23,163.128.104.0,512,2026-03-24,,A9213E4E,NET INFOTECH SYSTEM PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,163.128.106.0/23,163.128.106.0,512,2026-03-24,,A92B2DBB,ECAP EQUITIES LIMITED
apnic,irinn,IN,India,ipv6,2001:df6:d8c0::/48,2001:df6:d8c0::,48,2026-03-24,,A9213E4E,NET INFOTECH SYSTEM PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS154564,154564,1,2026-03-24,,A922FC25,ISPL TELEINFRA PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS154567,154567,1,2026-03-24,,A9213E4E,NET INFOTECH SYSTEM PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS154568,154568,1,2026-03-24,,A92B2DBB,ECAP EQUITIES LIMITED
apnic,irinn,IN,India,ipv4,163.128.90.0/24,163.128.90.0,256,2026-03-19,,A92A2767,NEURALEDGE TECHNOLOGIES PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,163.128.91.0/24,163.128.91.0,256,2026-03-19,,A921FE0B,7Star MCN Broadband Private Limited
apnic,irinn,IN,India,ipv6,2402:5220::/32,2402:5220::,32,2026-03-19,,A923669B,OJI COMMUNICATIONS PRIVATE LIMITED
apnic,,IN,India,ipv4,163.128.80.0/23,163.128.80.0,512,2026-03-18,,A9157AC6,Tucows (India) Pvt Ltd
apnic,irinn,IN,India,ipv4,163.128.84.0/23,163.128.84.0,512,2026-03-18,,A9221CAE,SANTOSH CABLE NETWORK AND DATA COM PVT LTD
apnic,,IN,India,ipv4,163.128.86.0/24,163.128.86.0,256,2026-03-18,,A9141B4C,BOBCARD Limited
apnic,irinn,IN,India,ipv4,163.128.87.0/24,163.128.87.0,256,2026-03-18,,A92CE019,Government Emarketplace
apnic,,IN,India,ipv6,2001:df6:d640::/48,2001:df6:d640::,48,2026-03-18,,A9157AC6,Tucows (India) Pvt Ltd
apnic,irinn,IN,India,ipv6,2001:dfd::/32,2001:dfd::,32,2026-03-18,,A9221CAE,SANTOSH CABLE NETWORK AND DATA COM PVT LTD
apnic,,IN,India,asn,AS154558,154558,1,2026-03-18,,A9157AC6,Tucows (India) Pvt Ltd
apnic,irinn,IN,India,asn,AS154559,154559,1,2026-03-18,,A9221CAE,SANTOSH CABLE NETWORK AND DATA COM PVT LTD
apnic,,IN,India,ipv4,163.128.64.0/23,163.128.64.0,512,2026-03-16,,A91C5DD4,Neutrino Trading Pvt Ltd
apnic,irinn,IN,India,ipv4,163.128.66.0/24,163.128.66.0,256,2026-03-16,,A92D820F,METACOM NETWORK INDIA PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,163.128.67.0/24,163.128.67.0,256,2026-03-16,,A9284631,Malachandra Broadband Services Private Limited OPC
apnic,irinn,IN,India,ipv4,163.128.68.0/24,163.128.68.0,256,2026-03-16,,A92372C7,DIRECTORATE OF ICT AND EGOVERNANCE
apnic,,IN,India,asn,AS154550,154550,1,2026-03-16,,A91C5DD4,Neutrino Trading Pvt Ltd
apnic,irinn,IN,India,asn,AS154551,154551,1,2026-03-16,,A92372C7,DIRECTORATE OF ICT AND EGOVERNANCE
apnic,irinn,IN,India,asn,AS154545,154545,1,2026-03-12,,A92D903C,ISHA COMMUNICATION
apnic,irinn,IN,India,ipv4,163.128.46.0/23,163.128.46.0,512,2026-03-11,,A921BC89,BROADNET FIBERLINK PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df6:d0c0::/48,2001:df6:d0c0::,48,2026-03-11,,A921BC89,BROADNET FIBERLINK PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS154543,154543,1,2026-03-11,,A921BC89,BROADNET FIBERLINK PRIVATE LIMITED
apnic,,IN,India,ipv4,163.128.34.0/24,163.128.34.0,256,2026-03-10,,A91B6A04,Advika Enterprises
apnic,,IN,India,ipv4,163.128.22.0/23,163.128.22.0,512,2026-03-06,,A919B8FD,Seven Star Balaji Broadband Private Limited
apnic,irinn,IN,India,ipv4,163.128.12.0/23,163.128.12.0,512,2026-03-05,,A92C70BB,THESCHNELL APPS PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,163.128.14.0/24,163.128.14.0,256,2026-03-05,,A92A3D46,SAS COMMUNICATIONS
apnic,irinn,IN,India,ipv4,163.128.16.0/24,163.128.16.0,256,2026-03-05,,A92D4A1A,ALEXZA DIGITAL PRIVATE LIMITED
apnic,,IN,India,ipv6,2402:50e0::/32,2402:50e0::,32,2026-03-05,,A912776C,Seven Hills Cloud Technology Private Limited
apnic,irinn,IN,India,asn,AS142640,142640,1,2026-03-05,,A92C70BB,THESCHNELL APPS PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS146992,146992,1,2026-03-05,,A92A3D46,SAS COMMUNICATIONS
apnic,,IN,India,asn,AS147041,147041,1,2026-03-05,,A919B8FD,Seven Star Balaji Broadband Private Limited
apnic,irinn,IN,India,asn,AS150404,150404,1,2026-03-05,,A92D4A1A,ALEXZA DIGITAL PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,151.158.254.0/23,151.158.254.0,512,2026-03-03,,A9287F1D,INNOLENS MEDIA AND BROADCASTING LIMITED
apnic,irinn,IN,India,ipv4,163.128.2.0/23,163.128.2.0,512,2026-03-03,,A92BBCDA,TELUS IT SERVICES
apnic,irinn,IN,India,ipv6,2402:4fe0::/32,2402:4fe0::,32,2026-03-03,,A9287F1D,INNOLENS MEDIA AND BROADCASTING LIMITED
apnic,irinn,IN,India,asn,AS154529,154529,1,2026-03-03,,A9287F1D,INNOLENS MEDIA AND BROADCASTING LIMITED
apnic,irinn,IN,India,asn,AS154530,154530,1,2026-03-03,,A92BBCDA,TELUS IT SERVICES
apnic,irinn,IN,India,ipv4,151.158.245.0/24,151.158.245.0,256,2026-03-02,,A9294D71,Rebus Networks Private Limited
apnic,irinn,IN,India,ipv4,151.158.246.0/24,151.158.246.0,256,2026-03-02,,A92B149E,HIRDHAV TECHNOLOGIES PVT LTD
apnic,irinn,IN,India,ipv4,151.158.248.0/23,151.158.248.0,512,2026-03-02,,A92B759B,ALIVE QUICKNET PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df6:c540::/48,2001:df6:c540::,48,2026-03-02,,A92B149E,HIRDHAV TECHNOLOGIES PVT LTD
apnic,irinn,IN,India,ipv6,2001:df6:c5c0::/48,2001:df6:c5c0::,48,2026-03-02,,A92B759B,ALIVE QUICKNET PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2402:4fa0::/32,2402:4fa0::,32,2026-03-02,,A9294D71,Rebus Networks Private Limited
apnic,irinn,IN,India,asn,AS140972,140972,1,2026-03-02,,A92B759B,ALIVE QUICKNET PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,151.158.242.0/23,151.158.242.0,512,2026-02-27,,A92A1479,SHREE SWAMINARAYAN GURUKUL
apnic,irinn,IN,India,ipv6,2001:df6:c4c0::/48,2001:df6:c4c0::,48,2026-02-27,,A92A1479,SHREE SWAMINARAYAN GURUKUL
apnic,irinn,IN,India,asn,AS154518,154518,1,2026-02-27,,A92A1479,SHREE SWAMINARAYAN GURUKUL
apnic,,IN,India,ipv4,151.158.235.0/24,151.158.235.0,256,2026-02-25,,A917C512,RAJAN COMPUTERS
apnic,irinn,IN,India,ipv4,151.158.226.0/23,151.158.226.0,512,2026-02-24,,A923BCBD,XCESSNET BROADBAND PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,151.158.228.0/23,151.158.228.0,512,2026-02-24,,A9271CA5,KUTCH BHARAT NET PRIVATE LIMITED
apnic,,IN,India,ipv6,2001:df6:bfc0::/48,2001:df6:bfc0::,48,2026-02-24,,A91F6719,Financial Information Network & Operations Ltd.
apnic,irinn,IN,India,ipv6,2001:df6:c0c0::/48,2001:df6:c0c0::,48,2026-02-24,,A9271CA5,KUTCH BHARAT NET PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2402:4f60::/32,2402:4f60::,32,2026-02-24,,A923BCBD,XCESSNET BROADBAND PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS152154,152154,1,2026-02-24,,A923BCBD,XCESSNET BROADBAND PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS152923,152923,1,2026-02-24,,A9271CA5,KUTCH BHARAT NET PRIVATE LIMITED
apnic,,IN,India,ipv6,2001:df6:bdc0::/48,2001:df6:bdc0::,48,2026-02-22,,A913CFCF,Imegh Private Limited
apnic,,IN,India,ipv4,151.158.206.0/23,151.158.206.0,512,2026-02-19,,A91FBC9F,Hostingora IT Solutions
apnic,irinn,IN,India,ipv6,2001:df6:bb40::/48,2001:df6:bb40::,48,2026-02-18,,A9227759,National Crime Records Bureau
apnic,,IN,India,asn,AS135651,135651,1,2026-02-18,,A91FBC9F,Hostingora IT Solutions
apnic,irinn,IN,India,ipv4,151.158.192.0/22,151.158.192.0,1024,2026-02-17,,A92591B0,NIXI
apnic,,IN,India,ipv4,151.158.180.0/23,151.158.180.0,512,2026-02-16,,A915E061,NEXAROOT TECHNOLOGY INDIA PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,151.158.184.0/23,151.158.184.0,512,2026-02-16,,A92A48F0,TOPTUS BROADBAND SERVICES PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,151.158.188.0/23,151.158.188.0,512,2026-02-16,,A92BC256,TXFIBERNET PRIVATE LIMITED
apnic,,IN,India,ipv6,2001:df6:b7c0::/48,2001:df6:b7c0::,48,2026-02-16,,A915E061,NEXAROOT TECHNOLOGY INDIA PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df6:b840::/48,2001:df6:b840::,48,2026-02-16,,A92A48F0,TOPTUS BROADBAND SERVICES PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df6:b9c0::/48,2001:df6:b9c0::,48,2026-02-16,,A92BC256,TXFIBERNET PRIVATE LIMITED
apnic,,IN,India,asn,AS154511,154511,1,2026-02-16,,A915C53B,BMC Software India Pvt. Ltd.
apnic,irinn,IN,India,asn,AS154512,154512,1,2026-02-16,,A92A48F0,TOPTUS BROADBAND SERVICES PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS154513,154513,1,2026-02-16,,A92BC256,TXFIBERNET PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,151.158.178.0/23,151.158.178.0,512,2026-02-13,,A92E3255,Meghlinked India Private Limited
apnic,irinn,IN,India,ipv6,2001:df6:b6c0::/48,2001:df6:b6c0::,48,2026-02-13,,A92E3255,Meghlinked India Private Limited
apnic,irinn,IN,India,asn,AS154508,154508,1,2026-02-13,,A92E3255,Meghlinked India Private Limited
apnic,,IN,India,ipv4,151.158.170.0/23,151.158.170.0,512,2026-02-12,,A91CD314,NEONE VPS SERVICES
apnic,,IN,India,asn,AS154507,154507,1,2026-02-12,,A915E061,NEXAROOT TECHNOLOGY INDIA PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,151.158.166.0/23,151.158.166.0,512,2026-02-11,,A92C8A56,DIGITAL FIBER TECH PRIVATE LIMITED
apnic,,IN,India,ipv4,198.17.7.0/24,198.17.7.0,256,2026-02-11,,A9141B4C,BOBCARD Limited
apnic,irinn,IN,India,ipv6,2001:df6:b4c0::/48,2001:df6:b4c0::,48,2026-02-11,,A92C8A56,DIGITAL FIBER TECH PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS154500,154500,1,2026-02-11,,A92C8A56,DIGITAL FIBER TECH PRIVATE LIMITED
apnic,,IN,India,asn,AS154499,154499,1,2026-02-10,,A9141B4C,BOBCARD Limited
apnic,irinn,IN,India,ipv4,151.158.156.0/23,151.158.156.0,512,2026-02-09,,A92B08D6,LIVELINKING MEDIA SOLUTIONS PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df6:b1c0::/48,2001:df6:b1c0::,48,2026-02-09,,A92B08D6,LIVELINKING MEDIA SOLUTIONS PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS154490,154490,1,2026-02-09,,A92B08D6,LIVELINKING MEDIA SOLUTIONS PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,151.158.148.0/23,151.158.148.0,512,2026-02-06,,A92AD18F,OPTO TECHNOLOGY SOLUTIONS PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2402:4ce0::/32,2402:4ce0::,32,2026-02-06,,A92AD18F,OPTO TECHNOLOGY SOLUTIONS PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS154487,154487,1,2026-02-06,,A92AD18F,OPTO TECHNOLOGY SOLUTIONS PRIVATE LIMITED
apnic,,IN,India,ipv4,198.15.29.0/24,198.15.29.0,256,2026-02-05,,A917049A,Precisecloud Infrastructure Private Limited
apnic,irinn,IN,India,ipv6,2001:df6:aec0::/48,2001:df6:aec0::,48,2026-02-05,,A928F979,Frontline Internet Services Private Limited
apnic,,IN,India,ipv6,2001:df6:af40::/48,2001:df6:af40::,48,2026-02-05,,A917049A,Precisecloud Infrastructure Private Limited
apnic,,IN,India,asn,AS154482,154482,1,2026-02-05,,A917049A,Precisecloud Infrastructure Private Limited
apnic,irinn,IN,India,ipv4,151.158.138.0/23,151.158.138.0,512,2026-02-04,,A928AA74,Quantarock Systems Private Limited
apnic,,IN,India,ipv4,151.158.140.0/23,151.158.140.0,512,2026-02-04,,A918E3C0,Netflare Technologies LLP
apnic,irinn,IN,India,ipv4,151.158.142.0/23,151.158.142.0,512,2026-02-04,,A92E31D5,SHAMBHAVE INFOWAYS PVT LTD
apnic,irinn,IN,India,ipv4,151.158.144.0/23,151.158.144.0,512,2026-02-04,,A927DF3A,GAIL INDIA LIMITED
apnic,,IN,India,ipv6,2001:df6:ad40::/48,2001:df6:ad40::,48,2026-02-04,,A918E3C0,Netflare Technologies LLP
apnic,irinn,IN,India,ipv6,2001:df6:adc0::/48,2001:df6:adc0::,48,2026-02-04,,A92E31D5,SHAMBHAVE INFOWAYS PVT LTD
apnic,irinn,IN,India,asn,AS149795,149795,1,2026-02-04,,A928AA74,Quantarock Systems Private Limited
apnic,irinn,IN,India,asn,AS150126,150126,1,2026-02-04,,A92E31D5,SHAMBHAVE INFOWAYS PVT LTD
apnic,irinn,IN,India,asn,AS153477,153477,1,2026-02-04,,A927DF3A,GAIL INDIA LIMITED
apnic,,IN,India,ipv6,2402:4c60::/32,2402:4c60::,32,2026-02-03,,A916DE3D,VERGE CLOUD PRIVATE LIMITED
ripencc,,IN,India,asn,AS215030,215030,1,2026-02-03,,a00fb3b7-edb1-4dd8-959d-3257c3737b26,Budankailu Namrata Patra trading as AspireHosting
apnic,irinn,IN,India,ipv4,198.15.24.0/24,198.15.24.0,256,2026-02-02,,A92BA057,JM OPTICAL FIBER SOLUTIONS PRIVATE LIMITED
apnic,,IN,India,ipv4,151.158.118.0/23,151.158.118.0,512,2026-02-01,,A91AEEAA,My Cool Price
apnic,,IN,India,ipv4,151.158.114.0/23,151.158.114.0,512,2026-01-30,,A91CFBCB,EBLISS INFO SYSTEMS PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,151.158.116.0/23,151.158.116.0,512,2026-01-30,,A9279F5F,IGREEN TELE SERVICES PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df6:a8c0::/48,2001:df6:a8c0::,48,2026-01-30,,A9279F5F,IGREEN TELE SERVICES PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS132912,132912,1,2026-01-30,,A9279F5F,IGREEN TELE SERVICES PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,151.158.104.0/23,151.158.104.0,512,2026-01-29,,A92CD824,SAMA RAJA RAJESHWARI NETWORKS PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,198.15.20.0/24,198.15.20.0,256,2026-01-29,,A92E420B,Jainam Broking Limited
apnic,irinn,IN,India,ipv6,2001:df6:a640::/48,2001:df6:a640::,48,2026-01-29,,A92CD824,SAMA RAJA RAJESHWARI NETWORKS PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df6:a6c0::/48,2001:df6:a6c0::,48,2026-01-29,,A92D45AE,Rasaishree Internet Private Limited
apnic,irinn,IN,India,asn,AS142251,142251,1,2026-01-29,,A92CD824,SAMA RAJA RAJESHWARI NETWORKS PRIVATE LIMITED
apnic,,IN,India,asn,AS142253,142253,1,2026-01-29,,A91CFBCB,EBLISS INFO SYSTEMS PRIVATE LIMITED
apnic,,IN,India,asn,AS142254,142254,1,2026-01-29,,A91AEEAA,My Cool Price
apnic,,IN,India,ipv4,192.231.211.0/24,192.231.211.0,256,2026-01-27,,A91B7709,XENAX CLOUD INDIA PRIVATE LIMITE
apnic,,IN,India,asn,AS142244,142244,1,2026-01-27,,A91A4DBF,Atfenix Data Centre Private Limited
apnic,irinn,IN,India,asn,AS142239,142239,1,2026-01-23,,A922865D,BHARGAVA ENTERPRISES
apnic,irinn,IN,India,ipv4,151.158.66.0/23,151.158.66.0,512,2026-01-22,,A928574F,KOLKATA SUN BROADBAND PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df6:9e40::/48,2001:df6:9e40::,48,2026-01-22,,A928574F,KOLKATA SUN BROADBAND PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS142233,142233,1,2026-01-22,,A928574F,KOLKATA SUN BROADBAND PRIVATE LIMITED
apnic,,IN,India,ipv4,151.158.58.0/23,151.158.58.0,512,2026-01-21,,A91689B9,NEON CLOUD PRIVATE LIMITED
apnic,,IN,India,ipv4,151.158.60.0/23,151.158.60.0,512,2026-01-21,,A91F7C06,HELPDESK INDIA IT SERVICES
apnic,,IN,India,ipv6,2001:df6:9dc0::/48,2001:df6:9dc0::,48,2026-01-21,,A91689B9,NEON CLOUD PRIVATE LIMITED
apnic,,IN,India,asn,AS135880,135880,1,2026-01-21,,A91689B9,NEON CLOUD PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,151.158.52.0/23,151.158.52.0,512,2026-01-20,,A92DE088,JKS BROADBAND SERVICES PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df6:9a40::/48,2001:df6:9a40::,48,2026-01-20,,A92DE088,JKS BROADBAND SERVICES PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS142222,142222,1,2026-01-20,,A92DE088,JKS BROADBAND SERVICES PRIVATE LIMITED
ripencc,,IN,India,asn,AS206777,206777,1,2026-01-20,,8781073a-8bc5-4cc3-ac9b-0f0d9d5b7bed,MOHIT SINGH
ripencc,,IN,India,asn,AS202145,202145,1,2026-01-16,,9b738596-5022-4de5-81dd-a83f1aeea44f,Paras Makwana
apnic,irinn,IN,India,ipv4,151.158.24.0/23,151.158.24.0,512,2026-01-15,,A92AFD0E,PLANET NETSERVE PVT LTD
apnic,irinn,IN,India,ipv4,151.158.28.0/23,151.158.28.0,512,2026-01-15,,A92B2321,OM SAI ENTERPRISES
apnic,irinn,IN,India,ipv4,151.158.32.0/23,151.158.32.0,512,2026-01-15,,A921144A,ROZNEFT INFO PRIVATE LIMITED
apnic,,IN,India,ipv4,151.158.34.0/23,151.158.34.0,512,2026-01-15,,A91B3316,XEONFIBER TECHNOLOGY
apnic,irinn,IN,India,ipv6,2001:df6:9640::/48,2001:df6:9640::,48,2026-01-15,,A92B2321,OM SAI ENTERPRISES
apnic,irinn,IN,India,asn,AS142213,142213,1,2026-01-15,,A92B2321,OM SAI ENTERPRISES
apnic,irinn,IN,India,ipv4,151.158.18.0/23,151.158.18.0,512,2026-01-14,,A92166FE,PCTPL INFONET PRIVATE LIMITED
apnic,,IN,India,ipv4,192.83.157.0/24,192.83.157.0,256,2026-01-14,,A9151290,Secure Me Technologies
apnic,,IN,India,ipv6,2001:df6:93c0::/48,2001:df6:93c0::,48,2026-01-14,,A9151290,Secure Me Technologies
apnic,irinn,IN,India,ipv6,2001:df6:94c0::/48,2001:df6:94c0::,48,2026-01-14,,A92166FE,PCTPL INFONET PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2402:4860::/32,2402:4860::,32,2026-01-14,,A9298BE8,AANIRIDS TECHNOLOGIES PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS142209,142209,1,2026-01-14,,A92166FE,PCTPL INFONET PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,192.58.101.0/24,192.58.101.0,256,2026-01-13,,A92D820F,METACOM NETWORK INDIA PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df6:92c0::/48,2001:df6:92c0::,48,2026-01-13,,A92D820F,METACOM NETWORK INDIA PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS142204,142204,1,2026-01-13,,A92D820F,METACOM NETWORK INDIA PRIVATE LIMITED
apnic,,IN,India,ipv4,151.158.2.0/23,151.158.2.0,512,2026-01-12,,A9168497,ARCR TECHNOLOGIES PRIVATE LIMITED
apnic,,IN,India,ipv6,2001:df6:9040::/48,2001:df6:9040::,48,2026-01-12,,A9168497,ARCR TECHNOLOGIES PRIVATE LIMITED
apnic,,IN,India,ipv6,2001:df6:90c0::/48,2001:df6:90c0::,48,2026-01-12,,A91A4DBF,Atfenix Data Centre Private Limited
apnic,irinn,IN,India,ipv6,2001:df6:91c0::/48,2001:df6:91c0::,48,2026-01-12,,A927B019,KALINGA FIBER
apnic,,IN,India,asn,AS142199,142199,1,2026-01-12,,A91B3316,XEONFIBER TECHNOLOGY
apnic,,IN,India,asn,AS142195,142195,1,2026-01-10,,A9168497,ARCR TECHNOLOGIES PRIVATE LIMITED
apnic,,IN,India,ipv4,192.232.50.0/23,192.232.50.0,512,2026-01-08,,A919603C,BHARATHCOM INDIA (OPC) PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,192.232.54.0/23,192.232.54.0,512,2026-01-08,,A9242B18,Windtel Internet Services Private Limited
apnic,irinn,IN,India,ipv4,192.232.56.0/23,192.232.56.0,512,2026-01-08,,A92E96A3,DYANSA TECHNOLOGIES PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df6:8e40::/48,2001:df6:8e40::,48,2026-01-08,,A9242B18,Windtel Internet Services Private Limited
apnic,irinn,IN,India,ipv6,2001:df6:8ec0::/48,2001:df6:8ec0::,48,2026-01-08,,A92E96A3,DYANSA TECHNOLOGIES PRIVATE LIMITED
apnic,irinn,IN,India,asn,AS142186,142186,1,2026-01-08,,A9242B18,Windtel Internet Services Private Limited
apnic,irinn,IN,India,asn,AS142191,142191,1,2026-01-08,,A92E96A3,DYANSA TECHNOLOGIES PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2402:45e0::/32,2402:45e0::,32,2026-01-07,,A92D9689,Netflow broadband Pvt Ltd.
apnic,,IN,India,asn,AS142181,142181,1,2026-01-07,,A919603C,BHARATHCOM INDIA (OPC) PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,192.232.40.0/23,192.232.40.0,512,2026-01-05,,A923DE2B,ZIAGO TECHNOLOGIES PVT LTD
apnic,irinn,IN,India,asn,AS142176,142176,1,2026-01-05,,A923DE2B,ZIAGO TECHNOLOGIES PVT LTD
